<ID|readonly|noverify>;<English>;<French>;<Italian>;<German>;<Spanish>;<Russian>;<Polish>;<Czech>;<Turkish>;<Chinese>;<Japanese>;<Portuguese>;<Ukrainian>;<Serbian>;<Hungarian>;<Korean>;<Belarusian>;<Romanian>;<TChinese>;<HChinese>;<Comments>;<max_chars>
loading/tank/tip102;"The original Ob. 188 prototype was known as the ""T-72B Improved"", but the production model received the name ""T-90"". The abbreviation of the Russian for ""Improved"" resulted in the erroneous name T-72BU, a similar situation to the T-34 and KV-1s with additional armour during WWII.";;;;;;;;;;;;;;;;;;;;;
loading/tank/tip103;Wa.Prüf. 4 was responsible for developing artillery, but also delved into self-propelled artillery from time to time. One odd example is a conversion of the Raupenschlepper Ost to carry a 7,5cm Pa.K. 40/4 on a pedestal mount. 60 pre-series examples were made, and saw service.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip104;Contrary to popular belief, the IS-7 features a fully automated loading system. If the tank were to be manually loaded, it would take over 55 seconds to reload the main gun.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip105;T-80UM2 and T-80UM-2 are both proposed names for prototype tanks developed as modernizations of the T-80 main battle tank. Neither vehicle officially received the designation, but the entries are theoretically saved for them, should they ever enter service.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip106;"During WWII, gradual upgrades to tanks were not reflected in their nomenclature, with identifiers such as ""obr. 1942g."" being a postwar creation. In some cases, even the new T-34-85 was not differentiated, appearing in records simply as a T-34.";;;;;;;;;;;;;;;;;;;;;
loading/tank/tip107;"Prior to the adoption of the names KV-1 and KV-2, the tanks were known as ""little turret"" KV and ""big turret"" KV. This is even reflected in the manual, which is for both tanks.";;;;;;;;;;;;;;;;;;;;;
loading/tank/tip108;"During anti-partisan activities in mid 1943, the SS-Freiw.Geb.-Div. ""Prinz Eugen"" utilized at least 15 Pz.Kpfw. 740 (f) ""B 2"".";;;;;;;;;;;;;;;;;;;;;
loading/tank/tip109;After the surrender of France in 1940, Germany repurposed their armoured vehicles for reserve and garrison units. The most numerous were the Renault and Hotchkiss light tanks, the Renault B1, and the Lorraine prime movers.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip110;In May 1943, Panzer Brigade 100 reported a total of 196 captured French tanks at their disposal. Of these 196, 77 were the Hotchkiss Mle. 1938.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip111;"The Panzerkampfwagen III was developed under the code name ""Zugführerwagen"" (abbreviated as Z.W.).";;;;;;;;;;;;;;;;;;;;;
loading/tank/tip112;"The design for the E. 10 utilised adjustable height suspension, making the vehicle shorter than the ASU-57 when lowered. The vehicle was also designed to compete with the American M18 ""Hellcat"", planning to match its speed. ";;;;;;;;;;;;;;;;;;;;;
loading/tank/tip113;In 1951, the Soviets created an amphibious version of the ASU-57. The ASU-57P had similar combat characteristics as the ASU-57 with the added ability to float and manoeuvre on water. Ultimately, due to the insufficient firepower and armour, it was not adopted.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip114;"During the Winter War, Finnish forces captured two KV-1s. They designated the ""1941"" model as Ps. 271, and the ""1940"" model with additional armour as Ps. 272. Each vehicle would be identified by a -1 suffix, denoting the single example of each (Ps. 271-1 and Ps. 272-1).";;;;;;;;;;;;;;;;;;;;;
loading/tank/tip115;"During WWII, Finnish forces converted the T-38 tankette into the Ps. 601 ""T-38-34"" and Ps. 602 ""T-38-KV"" training vehicles, designed to prepare crews for using captured examples of the T-34 and KV-1.";;;;;;;;;;;;;;;;;;;;;
loading/tank/tip116;In the 1950s, the Soviets experimented with cannon-fired rocket propelled projectiles. Modifications of the T-54, PT-76, T-10, Ob. 279, and Ob. 906 were proposed, with successful tests on the ISU-152.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip117;During WWII, Germany developed a number of Entwicklungsfahrzeuge (Experimental vehicles), named as such. The E.10 and E. 25 tank destroyers, the Panther-like E. 50, the Tiger II-like E. 75, and the super-heavy E. 100 akin to the Maus. None were completed.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip118;In Mar 1944, the Sd.Kfz. number for the s.Pz.Spw. (5cm) was changed from Sd.Kfz. 234 to Sd.Kfz. 234/2, to make room for the 3 other models that were being developed.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip119;Between 2004 and 2008, the Bundeswehr modified 70 KPz Leop 2 A6 to Leop 2 A6 M standard. This upgrade would provide additional protection against mines, and a number of internal changes were made.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip120;The VEC-M1 is a modernized variant of the BMR625 VEC wheeled armoured reconnaissance vehicle. It entered service with the Spanish Army in 1998, and was seen in Iraq in 2003.;;;;;;;;;;;;;;;;;;;;;
loading/tank/newbie/tip121;"The Panther II was mistaken as a late-war design by historians, with a number of proposals being merged into a fictional mess of a vehicle. The real model was meant to be a ""second Panther"", with all-around improvements and a new compact turret fitting a 75mm gun.";;;;;;;;;;;;;;;;;;;;;
loading/tank/tip122;The Panther F was to use the new generation of machine guns, including a coaxial M.G. 42 (replacing the M.G. 34), and the bow M.G. 44. The M.G. 44 was a converted St.G. 44 with a new forend and fitted in a quickly removable mount.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip123;The M.G. 34 ended production in late 1944, being completely replaced by the M.G. 42. This posed a problem for many tanks, as mounting the M.G. 42 in compact spaces was not simple. A mount was developed later which eased the problem, however.;;;;;;;;;;;;;;;;;;;;;
loading/tank/newbie/tip124;Engine Smoke System was developed in the mid 1950s to create smoke screens by evaporating part of the fuel in the exhaust manifolds and condensing the vapours into the atmosphere, creating the smoke screen. This process greatly increases fuel consumption.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip125;Following WWII, AMX initiated a number of tank projects including the AMX Chasseur de Chars. This vehicle was proposed as a tank destroyer with a 90mm gun in a fully rotating turret. The vehicle was not built, having existed only in concept drawings and plans.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip126;The Fiat 3000 was accepted into service with the Italian military as the Carro d'Assalto L. 5/21. The vehicle featured two 6.5mm machine guns in an enclosed turret. 100 were built in the early 1920s, and served until the 1940s.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip127;The Soviet TB-42 was a proposed armoured personnel carrier based on the ZiS-42 halftrack, capable of carrying up to 14 passengers. Allied lend-lease effectively cancelled development, with only a single full-scale mock-up on a functional ZiS-42 chassis being constructed.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip128;"The name ""Excelsior"" is often attributed to the A.33 heavy assault tank, but no evidence of its use in contemporary documents has surfaced. The name ""Commodore"" however, was used alongside the Department of Tank Design and English Electric to refer to it.";;;;;;;;;;;;;;;;;;;;;
loading/tank/tip129;Various Soviet heavy tanks, including the IS-4 and T-10, were not officially removed from service until 23 Sep 1997 by decree of the President of the Russian Federation.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip130;"The name ""Action X"" often associated with the Centurion Mantletless Turret comes from a note scrawled onto the back of a photograph of the CMT and has no official basis.";;;;;;;;;;;;;;;;;;;;;
loading/tank/tip131;In the early 2010s, Syrian People's Defense Units (YPG) modified a civilian truck by heavily up-armouring it and mounting a BMP-1 turret above the cabin. The vehicle was to be used against ISIS forces during the initial 2013-2014 conflict.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip132;In 2019, a unique vehicle dubbed BMB was observed in use by ISIS forces. The vehicle combined a BMP-1, BTR-60, and BRDM components to create a tracked armoured personnel carrier.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip133;In 2015, a M1117 ASV modified with a 14.5mm KPV was captured by Syrian People's Defense Units (YPG) from ISIS forces, who had previously captured it from the Iraqi Army in 2014.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip134;"The M1117 Armored Security Vehicle ""Guardian"" was developed in the late 1990s for the United States Military Police Corps. The vehicle would later be rebranded in 2015 as the COMMANDO, when additional models were manufactured. The vehicle is slated to be replaced by the M-ATV.";;;;;;;;;;;;;;;;;;;;;
loading/tank/tip135;The German TPz 1 Fuchs was adopted by the U.S. Military as the M93 Fox (after trials as XM93). The vehicle is manufactured by GD-LS, and has seen service from the 1980s until planned replacement by the M1135 NBCRV Stryker.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip136;The original 76mm Gun, M1 never reached production. A version with a revised recoil system, the M1A1, was the first to see mass production, followed by the M1A1C with threading for a muzzle brake, and the M1A2, which had 40 turns of the rifling instead of 32.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip137;When supplies of the M42 Combination Gun Mount began to run low, the M54 Combination Gun Mount was created to keep the M15 CGMC in production. The new M15A1 differed primarily in the position of the guns with the 37mm placed above the .50-caliber machine guns.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip138;The M19A1 GMC improved on the M19 by installing an auxiliary generator to provide power to the electrical systems without running the primary engine. The generator also necessitated a redesign of the exhausts, directing both to the left of the turret.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip139;Due to problems with its targeting system, the M247 targeted the stands of the military officials during the 1982 demonstration of the vehicle. It also shot the ground rather than the drone target it was locked onto.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip140;Italian car-maker Lamborghini developed the Cheetah infantry mobility vehicle with aid from MTI. The vehicle was meant to be trialled by the U.S. Military, but the vehicle was the target of a lawsuit from FMC, claiming the vehicle was clearly a copy of their XR311.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip141;Cold War Japanese armoured fighting vehicle prototypes were designated S followed by a letter indicating the type of vehicle. For example, ST was used for tanks, SU for APCs, SS for self-propelled recoilless guns, and SY for self-propelled howitzers.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip142;The M16A1 MGMC was built on a standard M3A1 Halftrack as opposed to a dedicated chassis, identifiable by the presence of a rear door and lack of folding side armour. The M16A1 also introduced the shielded M45F Quadmount and an intercom system.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip143;"Although the British were the first to assign the names of American generals to American tanks (e.g. Stuart, Sherman, etc.), the U.S. Army added ""General"" when the nomenclature was officially adopted in late 1944 (e.g. General Stuart, General Sherman, etc.)";;;;;;;;;;;;;;;;;;;;;
loading/tank/tip144;Despite commonly attributed names now, the only tank to receive the official designation of Sturmpanzer was a conversion of the Pz.Kpfw. IV fitting a 150mm gun in a fully enclosed superstructure.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip145;In the 1930/40s, Germany used the terms Vollketten (V.K.) and Halbketten (H.K.) for proposed fully-tracked and half-tracked vehicles. V.K. 30.01 (H) would denote a fully tracked vehicle of 30 tonnes, first project, from Henschel.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip146;"In 1957, trials on an up-armoured Conqueror were undertaken to better understand the effects of shaped charge warheads. The armour package installed on the static test vehicle has become incorrectly known as the ""Super Conqueror"" in recent years.";;;;;;;;;;;;;;;;;;;;;
loading/tank/tip147;At the Japanese National Defense Military Expo in 1941, a full-size mock-up for a 100-ton super heavy tank was on display. There is no known connection between this mock-up and a real vehicle, however.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip148;In the early 1960s, West German forces lacked a domestic APC. A number of designs were proposed, among those was the SPz Typ B. The proposal also included a number of additional models fitting different roles, such as a tank destroyer, and anti-tank guided missile carrier.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip149;The Ob. 212 was a planned tank destroyer combining the SMK chassis with the 152mm Br-2 cannon in an armoured superstructure. A single incomplete hull was manufactured by LKZ in 1939 before being cancelled.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip150;In the 1960s, the Soviet institute VNII-100 was developing a low-profile airborne light tank, with design features adapted from the BMP-1. The concept showed high performance and protection, but the vehicle was denied for lacking amphibious capabilities.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip151;"Prior to the M50 ""Ontos"" entering service, a number of alternate prototypes were drawn up and tested. The T166 would fit a single recoilless gun in a pedestal, while the T164 and T167 fitted a number of recoilless guns in fixed arrangements.";;;;;;;;;;;;;;;;;;;;;
loading/tank/tip152;"The T100 MGMC was a prototype self-propelled anti-aircraft vehicle that merged the T41 light tank chassis with a turret fitting four .60 cal T17E5 ""Stinger"" machine guns and experimental radar fire control system.";;;;;;;;;;;;;;;;;;;;;
loading/tank/tip153;In a number of deployments, M1 Abrams' crews are given the option to assign nicknames to their tanks, and display them on the barrel. The first letter of the nickname is associated with their company, unless the vehicle is in service with the Marines.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip154;During operation Just Cause in Panama during Dec 1989, M551 Sheridans were used effectively alongside infantry. The HEAT cartridge was capable of penetrating thick concrete, barricades would be crushed, and snipers eliminated.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip155;After the formation of the Bundeswehr in West Germany, the first self-propelled anti-aircraft vehicle was the M 16 (M16 MGMC) and M 42 (M42 Duster). These would remain in service until the FlakPz Gepard 1 entered production.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip156;The E. 10 and E. 25 were German planned light and medium tank destroyers. They each had a number of proposed experimental armaments, including recoilless guns. The fall-back weapon was the 7,5cm Pj.K. 39 L/48 and 7,5cm Pj.K. 42 L/70 respectively.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip157;"The index ""M4A5"" was assigned to the Canadian Ram II by the U.S. for record purposes, despite the Ram being based on the M3 and not the M4. This designation would fit alongside the Sherman medium tanks, M4, M4A1, M4A2, M4A3, M4A4, and M4A6.";;;;;;;;;;;;;;;;;;;;;
loading/tank/tip158;In 2022, General Dynamics Land Systems unveiled the Abrams-X - a technology demonstrator for a future main battle tank. It is being advertised alongside similar vehicles like the Panther KF51 and Euro MBT.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip159;In 1944, the BMW 132 Dc radial engine was experimentally fitted to a Panther tank as an alternative to the HL 230. However, difficulties with access to the engine, among other factors, led to the abandonment of the project.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip160;The Landing Vehicle, Tracked was originally designed for rescue work in the Everglades. The LVT(1) was known as the T33 Amphibian Tractor while in development.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip161;Barnabás Kőszeghy was a Hungarian tank ace during WWII. On 25 Sep 1944 his unit was the target of a surprise attack. Kőszeghy and his crew destroyed three T-34s before he received a mortal wound, he continued to fight, destroying two more T-34s before losing his own tank.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip162;The pilot model for the Ram was manufactured by Montreal Locomotive Works, a subsidiary of American Locomotive Co. The U.S. designated it M3 (Canadian) and considered the index M3A6, although the latter was never assigned.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip163;The M3A1, M3A3, M5, and M5A1 Stuart, as well as the LVT(A)(1), used a modified version of the M1919A4 in the coaxial mount, designated M1919A5. It different only by a new bolt-retracting slide and detent cover.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip164;"The Israeli name for the M3 Halftrack, Zaḥalam, is an abbreviation of the Hebrew word for half-track, Zaḥali meḥetsah. The derived """"Zaḥalad"""" indicates Zaḥalam vehicles re-fitted with diesel engines.";;;;;;;;;;;;;;;;;;;;;
loading/tank/tip165;The test installation of the 90mm T15E1 was done on Pilot 1 of the T26E1 (T26E1-1). It was later redesignated and accepted for service as T26E4, becoming T26E4 Temporary Pilot 1 (T26E4-1) and sent to Europe. Later T26E4s were built on the T26E3 (M26).;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip166;The E. 100 had a uniquely designed turret from Krupp, incorporating elements from the Maus II design. Adler employees, who were working on the hull, were given the original Maus turret design as a placeholder for internal space allowances.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip167;Wargaming's G.W. E 100 is a fabrication based on the E. 100 and G.W. Tiger. No such proposal ever existed in reality, with the closest known concept being that of a Stu.G. E. 100 which would've been armed with a 15cm L/67 or 17cm L/53 gun.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip168;Wargaming's Waffenträger auf E 100 is a fabrication based on the E. 100 using prototype anti-aircraft cannons like the autoloading 15cm Fla.K. 50. No such proposal existed in reality, but a Fla.K. Maus was suggested by Krupp, and denied at its initial proposal.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip169;"The Turm ""Maus"" für orstfesten Einsatz was a cancelled plan in 1943 to install a Maus turret as a defensive structure. The turret would have a thicker roof to withstand aerial attacks, and have an underground compartment for ammo storage and crew quarters.";;;;;;;;;;;;;;;;;;;;;
loading/tank/tip170;The Maus II was a planned improved Maus. The design for its turret was completed, which was largely a complete redesign. The shot trap was removed, and the 75mm gun moved above the 128mm. Plans for constructing the turret were underway, but ultimately never acted on.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip171;"The Hungarian ""Tas' was a planned heavy tank developed in 1943. The tank used concepts from the Panther, the Pz. IV, and the T-34. A small number of pilot models were under construction when the Manfréd Weiss factory was bombed. The project was cancelled as a result.";;;;;;;;;;;;;;;;;;;;;
loading/tank/tip172;During WWII, Germany developed a number of 'Panzerturms' - turrets from tanks fitted to concrete bunkers with support equipment. Most famous is the Pantherturm, using turrets from Panther medium tanks. Other types used turrets from Pz. II, III, IV, and captured vehicle's turrets.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip173;Wargaming's Jagdpanzer E 100 is a fictional interpretation of a proposed Stu.G. E. 100, which would've been armed with a 15cm L/67 or 17cm L/53 gun. Only concept drawings of mounts exist, with the overall vehicle design never leaving the drawing board.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip174;During testing of the prototypes for the ZLT05 (212 Project), prototype No. 001 sank while doing water mobility trials due to the trim vane being retracted while still being propelled at full speed. It was recovered shortly after and repaired.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip175;The 141 was a series of airborne tank destroyer prototypes developed by China in the 1970s. Armed with two Type 75 recoilless rifles and HJ73 ATGMs, the vehicle was eventually cancelled due to shifting priorities in military development.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip176;Composite armour was originally planned for the M60, leading to the flattened front glacis plates. However, production limitations and the high cost led to development being cancelled early on.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip177;The M48A4 was a mating of surplus M60 turrets to M48A3 hulls, as it was planned to replace the turrets of all standard M60s with M60A2 turrets. However, only a few pilot models were created as the M60A2 project ended in failure.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip178;The QN506 is an export fire support vehicle developed by Guide Infrared. It features a wide range of weapons, including an autocannon, various missiles, loitering munitions, and anti-infantry grenades, as well as a UAV, 360° target detection systems, and thermal smoke.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip179;During Pakistani trials, it was found that the AMX 32 took only 30-60 minutes to replace the engine. Meanwhile, the competing Type 80-II took nearly eight hours, which was one of the main reasons for its rejection.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip180;The M47M was an upgrade to the M47 that installed the engine and fire control system from the M60A1 and removed the bow gunner's position to store more ammunition. It was primarily used by Iran and Pakistan.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip181;In 1952, the procurement and testing of an M47 fitted with the Centurion's stabilizer, designated M47E1, was successfully conducted with overall positive results. However, the M47 was at the end of its production, and the project was discontinued.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip182;As part of his mandatory service in the Austrian military, Arnold Schwarzenegger was a driver in an M47 numbered 331. In 1992 he was given the tank for free, aside from a $20,000 shipping cost, and uses it to promote his charities.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip183;Spanish-operated M47M tanks were locally designated M47E. The locally upgraded M47E1 (not to be confused with the American version) featured revised ammunition stowage and a crew heater, while the M47E2 installed a 105mm gun, new FCS, and NVD.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip184;When operated by the Commando Blindé du Cambodge in French Indochina, captured Ha-Gō tanks were fitted with additional armour, adding around 10mm to most of the hull and turrets.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip185;Before Operation Barbarossa, the Soviet Union was fielding the largest number of tanks in the world. 22,600 tanks were in service, with 21,200 of those being light tanks. At the same time, Germany fielded just under 4,000 tanks in total.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip186;In Jan 1988, an East German express train on the Berlin-Halle railway collided with a GSVG T-64A tank in Forst Zinna, killing four passengers and two engineers. A 19 year-old trainee driver and his instructor were found guilty of the accident and are rumored to have been executed.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip187;"For the 1995 film ""Goldeneye,"" a T-55 tank was modified by cutting a hole in the right side of the hull roof to allow Pierce Brosnan, who was not allowed to actually drive the tank, to stick his head out of the vehicle to pretend he was driving it.";;;;;;;;;;;;;;;;;;;;;
loading/tank/tip188;Contrary to popular belief, the VT3 is not a modernized Type 59 tank. Instead, it was planned to be an export version of the ZTZ99, but was scrapped when the more advanced VT4 was ready for sale.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip189;"The designations ""9910"" and ""ZTZ98"" are both fake designations for the pre-production ZTZ99. The name ZTZ98 likely comes from a series of mistakes and assumptions, while 9910 comes from a campaign name for the 10-year military development plan from 1989-1999.";;;;;;;;;;;;;;;;;;;;;
loading/tank/tip190;The British Combat Vehicle Reconnaissance (Tracked) had a number of variants, including the FV101 Scorpion, FV102 Striker, FV103 Spartan, FV104 Samaritan, FV105 Sultan, FV106 Samson, and FV107 Scimitar.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip191;"In preparation to invade the United Kingdom, Germany developed a number of underwater modifications of tanks. These Tauchpanzer utilized snorkels and drove along the sea floor. Pz. II, III, 38 (t), and Stu.G. III were converted, but issues with ""landing"" cancelled the project.";;;;;;;;;;;;;;;;;;;;;
loading/tank/tip192;Shortly before HVSS (E8) Shermans entered production, a plan to modify VVSS tanks to decrease ground pressure was initiated. Designated E9, it installed spacers on the insides of the bogies, allowing for extensions to be installed on both the inside and outsides of the tracks.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip193;"The E. 50 was a planned ""Standardpanzer"" (standardized tank) design from 1942 - 1945. Its design mimics the Panther and Tiger II, and was to use standardized parts and the most modern equipment available. The project was still in the early design phase at the end of the war.";;;;;;;;;;;;;;;;;;;;;
loading/tank/tip194;When captured by U.S. forces in 1945, the Panther II prototype had test weights installed instead of a turret. After being shipped stateside, it was given a turret from a Panther G with Fgst.Nr. 121447, and remains on display in this configuration today.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip195;Prototypes for the Panther F were primarily focused on developing the turret. The first prototype Schmalturm (narrow turret) was completed in Aug 1944 on a Panther G, likewise the second prototype turret was fitted in Jan 1945, also on a Panther G.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip196;During the production run of the Jagdtiger, a small number were built with 8,8cm guns instead of the 12,8cm guns. The stock number Sd.Kfz. 185 was reserved for these vehicles, but they were ultimately not adopted for service.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip197;"The name ""STC"" is sometimes attributed to prototypes of the Type 90. Although it appears in some unofficial works, all official documentation refers to the tanks as ""TKX.""";;;;;;;;;;;;;;;;;;;;;
loading/tank/tip198;In 1940, Thailand purchased a number of Ha-Gō light tanks from Japan, designated Type 83. They would remain in service until 1952, although they would (fortunately) not be sent to Korea as part of the Thai contribution to U.N. forces.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip199;In addition to the T-80UK and UM, the AGAVA-2 thermal sight was fitted in small numbers to standard T-80U tanks. This configuration is most famous for participating in Swedish trials in 1993-1994.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip200;The M14 and M17 MGMCs were the Lend-Lease versions of the M13 and M16 MGMCs. They differed primarily in that they were built on modified M5 Halftrack, manufactured by International Harvester, rather than the M3, made by White, Diamond T, and Autocar companies.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip201;Due to dwindling stocks of 37mm ammunition after WWII, the M34 Gun Motor Carriage was created on the basis of the M15A1 CGMC. It replaced the old turret with a single 40mm M1 Automatic Gun.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip202;"A revised gun mantlet for the Panther G with an additional ""chin"" was introduced in Sep 1944 to reduce the chance of deflecting shells down into the hull roof. This change was applied gradually but never fully replaced the old rounded mantlet.";;;;;;;;;;;;;;;;;;;;;
loading/tank/tip203;In 1995, Army veteran Shawn Nelson stole an M60A3 tank from a National Guard armoury in suburban San Diego, going on a destructive rampage. It ended after he high-centred the tank on a concrete highway barrier and was shot dead by police, who stormed the tank.;;;;;;;;;;;;;;;;;;;;;
loading/tank/newbie/tip204;"The length of a weapon barrel is often measured in calibers, which is the length of the barrel divided by the diameter of the bore. It is often notated as L/##, or, in the case of naval weapons, ##mm/##. Examples include the 10,5cm K. 18 L/52 and the 3""""/50 Gun MK 10 MOD 0.";;;;;;;;;;;;;;;;;;;;;
loading/tank/tip205;During the Vietnam War, a number of improvised SPAA were created by Viet Cong forces. These included a twin 37mm Type 65 on a T-34 chassis, a single 57mm S-60 on a T-34 chassis, a single 37mm 61-K on an SU-76M chassis, and a ZU-23-2 on an SU-76M chassis.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip206;On 17 Apr 2023 during Polish-Ukranian Leopard 2 training, one vehicle reversed into another at high speed, driving up the front hull and damaging the bore evacuator. The collision forced the entire turret out of the tank.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip207;The Zerstörer 45 (Destroyer 45) was a German SPAAG based on the Wirbelwind, but replacing the 2cm Fla.K.-Vierling 38 with 3cm Fla.K.-Vierling based on the Fla.K. 103/38. Sources vary, but it is possible that two prototypes were built and tested before the end of WWII.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip208;The Ukrainian company AutoKrAZ manufactures a variety of armoured vehicles, including the mine-protected vehicles Shrek and Fiona. Both offer STANAG 4569 Level 2 ballistic protection and Level 2a and 2b mine protection.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip209;The concept of the tank destroyer was considered obsolete by the 1950s, and the People's Liberation Army was no exception. The only vehicles China ever made that resembled a tank destroyer were the LVT(A)(4)s armed with ZiS-2 guns and the PTZ89.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip210;"Upon discovering that the T-72 was vulnerable to 105mm M111, OKR «Otrazhyeniye» (R&D ""Reflection"") was initiated to improve the armour. Reflection-2 added a 16mm HHA plate to the hull, applied to all T-72s at the time, while Reflection-1 created the T-72B's hull armour array.";;;;;;;;;;;;;;;;;;;;;
loading/tank/tip211;The first Soviet tank to be equipped with a thermal sight was the T-80B. Sometime in the mid-1980s, a single vehicle was equipped with the AGAVA sight, although its short range, among other features, prevented its widespread adoption.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip212;In German manuals for the Pz.Kpfw. 38 (t), photographs of the vehicle interior were actually manipulated from the Czech LT vz. 38 manual. This explains why German radios are not present in the photos.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip213;The machine gun mounts on Pz.Kpfw. 38 (t) are fitted to ball mounts, both on the box and in coaxial positions. This allows limited traverse and elevation in addition to rotation from the turret. A number of Japanese machine gun mounts also follow this design concept.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip214;On 15 Feb 1940, Korps-Kdo. XV wrote to Armee-Oberkommando 4 requesting that the Pz.Bfw. 38 (t) be replaced with Pz.Bfw. III or gr.Pz.Bfw. models, claiming the optics of the 38 (t) was a detriment to its role as a command vehicle. The request was rejected.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip215;The Pz.Kpfw. II Ausf. D was an experimental model utilizing large diameter roadwheels with torsion bar suspension and the new HL 62 TRM engine (instead of HL 62 TR). 43 Pz. II D were manufactured, and were issued to sub-units of the 2. le.-Div., 3. le.-Div., and 8. Pz.-Div.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip216;The Pz.Kpfw. II Ausf. E was a similar model to that of the Pz.Kpfw. II Ausf. D, but featuring lubricated tracks. The 7 partially completed models would later be converted into Pz.Kpfw. II (Fl.) flamethrower tanks.;;;;;;;;;;;;;;;;;;;;;
