<ID|readonly|noverify>;<English>;<French>;<Italian>;<German>;<Spanish>;<Russian>;<Polish>;<Czech>;<Turkish>;<Chinese>;<Japanese>;<Portuguese>;<Ukrainian>;<Serbian>;<Hungarian>;<Korean>;<Belarusian>;<Romanian>;<TChinese>;<HChinese>;<Comments>;<max_chars>
sm_79_1943_italy_1;S.M.79;S.M.79;S.M.79;S.M.79;S.M.79;S.M.79;S.M.79;S.M.79;S.M.79bis Sparviero;S.M.79;SM.79;S.M.79;S.M.79;S.M.79;S.M.79;S.M.79;S.M.79;S.M.79;S.M.79;S.M.79;SM.79;GB79
sm_79_1943_italy_2;S.M.79;S.M.79;S.M.79;S.M.79;S.M.79;S.M.79;S.M.79;S.M.79;S.M.79 Sparviero;S.M.79;SM.79;S.M.79;S.M.79;S.M.79;S.M.79;S.M.79;S.M.79;S.M.79;S.M.79;S.M.79;SM.79;GB79
sm_79_iar_italy_shop;⛨ S.M.79 B [ROU];S.M.79 B;S.M.79 B;S.M.79 B;S.M.79 B;S.M.79 B;S.M.79 B;S.M.79 B;S.M.79B Sparviero;S.M.79 B;SM.79B\t“\t食\t雀\t鹰\t”;S.M.79 B;S.M.79 B;S.M.79 B;S.M.79 B;S.M.79 B;S.M.79 B;S.M.79 B;S.M.79 B;S.M.79 B;SM.79 B;GB79B\t“\t食\t雀\t鹰\t”
sm_79_iar_italy_0;⛨ Savoia-Marchetti | S.M.79 B Sparviero (1936) [ROU];S.M.79 Sparviero B (1936);S.M.79 Sparviero B (1936);S.M.79 “Sparviero” B;S.M.79 Sparviero B (1936);S.M.79 Sparviero B (1936);S.M.79 Sparviero B (1936);S.M.79 Sparviero B (1936);S.M.79B Sparviero;S.M.79 Sparviero B (1936);SM.79 \t双\t引\t擎\t型\t“\t食\t雀\t鹰\t”\t（\t1936 \t型\t）;S.M.79 Sparviero B (1936);S.M.79 Sparviero B (1936);S.M.79 Sparviero B (1936);S.M.79 Sparviero B (1936);S.M.79 Sparviero B (1936);S.M.79 Sparviero B (1936);S.M.79 스파르비에로 B (1936);S.M.79 Sparviero B (1936);S.M.79 Sparviero B (1936);SM.79 雙引擎型 食雀鹰（1936）;GB79 \t双\t引\t擎\t型\t“\t食\t雀\t鹰\t”\t（\t1936 \t型\t）
sm_79_iar_italy_1;⛨ S.M.79;S.M.79;S.M.79;S.M.79;S.M.79;S.M.79;S.M.79;S.M.79;S.M.79B Sparviero;S.M.79;SM.79;S.M.79;S.M.79;S.M.79;S.M.79;S.M.79;S.M.79;S.M.79;S.M.79;S.M.79;SM.79;GB79
sm_79_iar_italy_2;S.M.79;S.M.79;S.M.79;S.M.79;S.M.79;S.M.79;S.M.79;S.M.79;S.M.79 Sparviero;S.M.79;SM.79;S.M.79;S.M.79;S.M.79;S.M.79;S.M.79;S.M.79;S.M.79;S.M.79;S.M.79;SM.79;GB79
shop/group/sm_79_1941_group;S.M.79 [L];S.M.79 (l);S.M.79 (l);"S.M.79 (1940)
";S.M.79 (l);S.M.79 (l);S.M.79 (п);S.M.79 (póź.);S.M.79 (l);S.M.79 (g);SM.79\t“\t食\t雀\t鹰\t”\t后\t期\t型;S.M.79 (l);S.M.79 (l);S.M.79 (l);S.M.79 (п);S.M.79 (l);S.M.79 (kései);S.M.79 (l);S.M.79 AS;S.M.79 (l);SM.79 食雀鹰 後期型;GB79\t“\t食\t雀\t鹰\t”\t后\t期\t型
mc-202_italy_shop;C. 202 VII;C.202;C.202;C.202;C.202;C.202;C.202;C.202;M.C.202 Folgore;C.202;C.202\t“\t霹\t雳\t”;C.202;C.202;C.202;C.202;C.202;C.202;C.202;C.202;C.202;C.202;C.202\t“\t霹\t雳\t”
mc-202_italy_0;Macchi | C. 202 serie VII Folgore;C.202 Folgore;C.202 Folgore;Aer. MACCHI C.202 “Folgore”;C.202 Folgore;C.202 Folgore;C.202 Folgore;C.202 Folgore;M.C.202 Folgore;C.202 Folgore;C.202\t“\t霹\t雳\t”;C.202 Folgore;C.202 Folgore;C.202 Folgore;C.202 Folgore;C.202 Folgore;C.202 Folgore;C.202 폴고레;C.202 Folgore;MACCHI C.202 „Folgore”;C.202 閃電;C.202\t“\t霹\t雳\t”
mc-202_italy_1;C. 202;C.202;C.202;C.202;C.202;C.202;C.202;C.202;M.C.202 Folgore;C.202;C.202;C.202;C.202;C.202;C.202;C.202;C.202;C.202;C.202;C.202;C.202;C.202
mc-202_italy_2;C. 202;C.202;C.202;C.202;C.202;C.202;C.202;C.202;M.C.202 Folgore;C.202;C.202;C.202;C.202;C.202;C.202;C.202;C.202;C.202;C.202;C.202;C.202;C.202
mc-202_ec_shop;C. 202 EC;C.202EC;C.202EC;C.202 EC;C.202EC;C.202EC;C.202EC;C.202EC;M.C.202EC Folgore;C.202EC;C.202EC\t“\t霹\t雳\t”;C.202EC;C.202EC;C.202EC;C.202EC;C.202EC;C.202 EC;C.202EC;C.202EC;C.202EC;C.202EC;C.202EC\t“\t霹\t雳\t”
mc-202_ec_0;Macchi | C. 202 Esperimento Cannoni serie III Folgore;C.202EC;C.202EC;Aer. MACCHI C.202 Esperimento Cannoni;C.202EC;C.202EC;C.202EC;C.202EC;M.C.202EC Folgore;C.202EC;C.202 \t试\t验\t火\t炮\t型\t“\t霹\t雳\t”;C.202EC;C.202EC;C.202EC;C.202EC;C.202EC;C.202 Folgore EC;C.202EC;C.202EC;MACCHI C.202 „Esperimento Cannoni”;C.202 試驗火炮型  閃電;C.202 \t试\t验\t火\t炮\t型\t“\t霹\t雳\t”
mc-202_ec_1;C. 202 EC;C.202EC;C.202EC;C.202 EC;C.202EC;C.202EC;C.202EC;C.202EC;M.C.202EC Folgore;C.202EC;C.202EC;C.202EC;C.202EC;C.202EC;C.202EC;C.202EC;C.202 EC;C.202EC;C.202EC;C.202EC;C.202EC;C.202EC
mc-202_ec_2;C. 202;C.202;C.202;C.202;C.202;C.202;C.202;C.202;M.C.202 Folgore;C.202;C.202;C.202;C.202;C.202;C.202;C.202;C.202;C.202;C.202;C.202;C.202;C.202
mc-202_d_shop;C. 202 D;C. 202D;C. 202D;C. 202D;C. 202D;C. 202D;C. 202D;C. 202D;C. 202D;C. 202D;C. 202D;C. 202D;C. 202D;C. 202D;C. 202D;C. 202D;C. 202D;C. 202D;C. 202D;C. 202D;;
mc-202_d_0;Macchi | C. 202 D Folgore;C. 202D Folgore;C. 202D Folgore;C. 202D Folgore;C. 202D Folgore;C. 202D Folgore;C. 202D Folgore;C. 202D Folgore;C. 202D Folgore;C. 202D Folgore;C. 202D Folgore;C. 202D Folgore;C. 202D Folgore;C. 202D Folgore;C. 202D Folgore;C. 202D Folgore;C. 202D Folgore;C. 202D Folgore;C. 202D Folgore;C. 202D Folgore;;
mc-202_d_1;C. 202 D;C. 202D;C. 202D;C. 202D;C. 202D;C. 202D;C. 202D;C. 202D;C. 202D;C. 202D;C. 202D;C. 202D;C. 202D;C. 202D;C. 202D;C. 202D;C. 202D;C. 202D;C. 202D;C. 202D;;
mc-202_d_2;C. 202;C. 202;C. 202;C. 202;C. 202;C. 202;C. 202;C. 202;C. 202;C. 202;C. 202;C. 202;C. 202;C. 202;C. 202;C. 202;C. 202;C. 202;C. 202;C. 202;;
s_81_ar125_shop;S.81;S.81;S.81;S.81;S.81;S.81;S.81;S.81;S.M.81 Pipistrello;S.81;SM.81\t“\t蝙\t蝠\t”;S.81;S.81;S.81;S.81;S.81;S.81;S.81;S.81;S.81;SM.81;GB81\t“\t蝙\t蝠\t”
s_81_ar125_0;Savoia S.81 (Alfa-Romeo 125) Pipistrello;S.81;S.81;S.M.81 “Pipistrello”;S.81;S.81;S.81;S.81;S.M.81 Pipistrello;S.81;SM.81\t“\t蝙\t蝠\t”;S.81;S.81;S.81;S.81;S.81;S.81;S.81;S.81;S.M.81 „Pipistrello”;SM.81 蝙蝠;GB81\t“\t蝙\t蝠\t”
s_81_ar125_1;S.81;S.81;S.81;S.81;S.81;S.81;S.81;S.81;S.M.81 Pipistrello;S.81;SM.81;S.81;S.81;S.81;S.81;S.81;S.81;S.81;S.81;S.81;SM.81;GB81
s_81_ar125_2;S.81;S.81;S.81;S.81;S.81;S.81;S.81;S.81;S.M.81 Pipistrello;S.81;SM.81;S.81;S.81;S.81;S.81;S.81;S.81;S.81;S.81;S.81;SM.81;GB81
mc200_serie3_italy_shop;C. 200 III;C.200 serie 3;C.200 serie 3;C.200 Serie 3;C.200 Serie 3;C.200 serie 3;C.200 серия 3;C.200 seria 3;M.C.200 serie 3 Saetta;C.200 serie 3;C.200\t“\t闪\t电\t”\t（\t3 \t批\t次\t）;C.200 serie 3;C.200 serie 3;C.200 serie 3;C.200 серія 3;C.200 serie 3;C.200 serie 3;C.200 세리에 3;C.200 серыя 3;C.200 seria 3;C.200  3 批次;C.200\t“\t闪\t电\t”\t（\t3 \t批\t次\t）
mc200_serie3_italy_0;Macchi | C. 200 serie III Saetta;C.200 Saetta serie 3;C.200 Saetta serie 3;"Aer. MACCHI C.200 ""Saetta"" Serie 3";C.200 Saetta Serie 3;C.200 Saetta serie 3;C.200 Saetta серия 3;C.200 Saetta seria 3;M.C.200 serie 3 Saetta;C.200 Saetta serie 3;C.200\t“\t闪\t电\t”\t（\t3 \t批\t次\t）;C.200 Saetta serie 3;C.200 Saetta serie 3;C.200 Saetta serie 3;C.200 Saetta серія 3;C.200 Saetta serie 3;C.200 Saetta serie 3;C.200 사에타 세리에 3;C.200 Saetta серыя 3;MACCHI C.200 „Saetta” Seria 3;C.200  3 批次 閃電;C.200\t“\t闪\t电\t”\t（\t3 \t批\t次\t）
mc200_serie3_italy_1;C. 200;C.200;C.200;C.200 Serie 3;C.200;C.200;C.200;C.200;M.C.200 Saetta;C.200;C.200;C.200;C.200;C.200;C.200;C.200;C.200;C.200;C.200;C.200;C.200;C.200
mc200_serie3_italy_2;C. 200;C.200;C.200;C.200;C.200;C.200;C.200;C.200;M.C.200 Saetta;C.200;C.200;C.200;C.200;C.200;C.200;C.200;C.200;C.200;C.200;C.200;C.200;C.200
mc200_serie7_italy_shop;C. 200 VII;C.200 serie 7;C.200 serie 7;C.200 Serie 7;C.200 Serie 7;C.200 serie 7;C.200 серия 7;C.200 seria 7;M.C.200 serie 7 Saetta;C.200 serie 7;C.200\t“\t闪\t电\t”\t（\t7 \t批\t次\t）;C.200 serie 7;C.200 serie 7;C.200 serie 7;C.200 серія 7;C.200 serie 7;C.200 serie 7;C.200 세리에 7;C.200 серыя 7;C.200 seria 7;C.200  7 批次 ;C.200\t“\t闪\t电\t”\t（\t7 \t批\t次\t）
mc200_serie7_italy_0;Macchi | C. 200 serie VII Saetta;C.200 Saetta serie 7;C.200 Saetta serie 7;"Aer. MACCHI C.200 ""Saetta"" Serie 7";C.200 Saetta Serie 7;C.200 Saetta serie 7;C.200 Saetta серия 7;C.200 Saetta seria 7;M.C.200 serie 7 Saetta;C.200 Saetta serie 7;C.200\t“\t闪\t电\t”\t（\t7 \t批\t次\t）;C.200 Saetta serie 7;C.200 Saetta serie 7;C.200 Saetta serie 7;C.200 Saetta серія 7;C.200 Saetta serie 7;C.200 Saetta serie 7;C.200 사에타 세리에 7;C.200 Saetta серыя 7;MACCHI C.200 „Saetta” Seria 7;C.200  7 批次 閃電;C.200\t“\t闪\t电\t”\t（\t7 \t批\t次\t）
mc200_serie7_italy_1;C. 200;C.200;C.200;C.200 Serie 7;C.200;C.200;C.200;C.200;M.C.200 Saetta;C.200;C.200;C.200;C.200;C.200;C.200;C.200;C.200;C.200;C.200;C.200;C.200;C.200
mc200_serie7_italy_2;C. 200;C.200;C.200;C.200;C.200;C.200;C.200;C.200;M.C.200 Saetta;C.200;C.200;C.200;C.200;C.200;C.200;C.200;C.200;C.200;C.200;C.200;C.200;C.200
fiat_cr42_italy_shop;CR.42bis;CR.42;CR.42;C.R.42;CR.42;CR.42;CR.42;CR.42;C.R.42 Falco;CR.42;CR.42\t“\t猎\t鹰\t”;CR.42;C.200;CR.42;CR.42;CR.42;C.R.42;CR.42;CR.42;CR.42;CR.42;CR.42\t“\t猎\t鹰\t”
fiat_cr42_italy_0;Fiat | CR.42bis Falco;CR.42 Falco;CR.42 Falco;FIAT C.R.42 “Falco”;CR.42 Falco;CR.42 Falco;CR.42 Falco;CR.42 Falco;C.R.42 Falco;CR.42 Falco;CR.42\t“\t猎\t鹰\t”;CR.42 Falco;CR.42 Falco;CR.42 Falco;CR.42 Falco;CR.42 Falco;C.R.42 Falco;CR.42 팔코;CR.42 Falco;FIAT C.R.42 „Falco”;CR.42 獵鷹;CR.42\t“\t猎\t鹰\t”
fiat_cr42_italy_1;CR.42;CR.42;CR.42;C.R.42;CR.42;CR.42;CR.42;CR.42;C.R.42 Falco;CR.42;CR.42;CR.42;CR.42;CR.42;CR.42;CR.42;C.R.42;CR.42;CR.42;CR.42;CR.42;CR.42
fiat_cr42_italy_2;CR.42;CR.42;CR.42;C.R.42;CR.42;CR.42;CR.42;CR.42;C.R.42 Falco;CR.42;CR.42;CR.42;CR.42;CR.42;CR.42;CR.42;C.R.42;CR.42;CR.42;CR.42;CR.42;CR.42
fiat_g50_seria2_italy_shop;G.50 II;G.50 serie 2;G.50 serie 2;G.50 2^ Serie;G.50 Serie 2;G.50 serie 2;G.50 серия 2;G.50 seria 2;G.50 serie 2 Freccia;G.50 serie 2;G.50\t“\t箭\t”\t（\t2 \t批\t次\t）;G.50 serie 2;G.50 serie 2;G.50 serie 2;G.50 серія 2;G.50 serie 2;G.50 serie 2;G.50 세리에 2;G.50 серыя 2;G.50 seria 2;G.50 2 批次;G.50\t“\t箭\t”\t（\t2 \t批\t次\t）
fiat_g50_seria2_italy_0;Fiat | G.50 serie II Freccia;G.50 Freccia serie 2;G.50 Freccia serie 2;"FIAT G.50 “Freccia"" 2^ Serie";G.50 Freccia Serie 2;G.50 Freccia serie 2;G.50 Freccia серия 2;G.50 Freccia seria 2;G.50 serie 2 Freccia;G.50 Freccia serie 2;G.50\t“\t箭\t”\t（\t2 \t批\t次\t）;G.50 Freccia serie 2;G.50 Freccia serie 2;G.50 Freccia serie 2;G.50 Freccia серія 2;G.50 Freccia serie 2;G.50 Freccia serie 2;G.50 프레치아 세리에 2;G.50 Freccia серыя 2;FIAT G.50 „Freccia” Seria 2;G.50 2 批次 箭;G.50\t“\t箭\t”\t（\t2 \t批\t次\t）
fiat_g50_seria2_italy_1;G.50;G.50;G.50;G.50 2^ Serie;G.50;G.50;G.50;G.50;G.50 Freccia;G.50;G.50;G.50;G.50;G.50;G.50;G.50;G.50;G.50;G.50;G.50;G.50;G.50
fiat_g50_seria2_italy_2;G.50;G.50;G.50;G.50;G.50;G.50;G.50;G.50;G.50 Freccia;G.50;G.50;G.50;G.50;G.50;G.50;G.50;G.50;G.50;G.50;G.50;G.50;G.50
fiat_g50_seria7as_italy_shop;G.50 AS VII;G.50 AS serie 7;G.50 AS serie 7;G.50Bis AS;G.50 AS Serie 7;G.50 AS serie 7;G.50 AS серия 7;G.50 AS seria 7;G.50bis/AS serie 7 Freccia;G.50 AS serie 7;G.50AS\t“\t箭\t”\t（\t7 \t批\t次\t）;G.50 AS serie 7;G.50;G.50 AS serie 7;G.50 AS серія 7;G.50 AS serie 7;G.50 AS serie 7;G.50 AS 세리에 7;G.50 AS серыя 7;G.50 AS seria 7;G.50 AS 7 批次;G.50AS\t“\t箭\t”\t（\t7 \t批\t次\t）
fiat_g50_seria7as_italy_0;Fiat | G.50 AS serie VII Freccia;G.50 Freccia AS serie 7;G.50 Freccia AS serie 7;FIAT G.50Bis AS “Freccia”;G.50 Freccia AS Serie 7;G.50 Freccia AS serie 7;G.50 Freccia AS серия 7;G.50 Freccia AS seria 7;G.50bis/AS serie 7 Freccia;G.50 Freccia AS serie 7;G.50 \t对\t地\t攻\t击\t型\t“\t箭\t”\t（\t7 \t批\t次\t）;G.50 Freccia AS serie 7;G.50 Freccia AS serie 7;G.50 Freccia AS serie 7;G.50 Freccia AS серія 7;G.50 Freccia AS serie 7;G.50 Freccia AS serie 7;G.50 프레치아 AS 세리에 7;G.50 Freccia AS серыя 7;FIAT G.50 „Freccia” AS Seria 7;G.50 對地攻擊型 7 批次 箭;G.50 \t对\t地\t攻\t击\t型\t“\t箭\t”\t（\t7 \t批\t次\t）
fiat_g50_seria7as_italy_1;G.50 AS;G.50;G.50;G.50Bis AS;G.50;G.50;G.50;G.50;G.50bis Freccia;G.50;G.50;G.50;G.50;G.50;G.50;G.50;G.50;G.50;G.50;G.50;G.50;G.50
fiat_g50_seria7as_italy_2;G.50;G.50;G.50;G.50;G.50;G.50;G.50;G.50;G.50 Freccia;G.50;G.50;G.50;G.50;G.50;G.50;G.50;G.50;G.50;G.50;G.50;G.50;G.50
fiat_cr42_marcolin_italy_shop;CR.42CN (Marcolin's);Marcolin's C.R.42 CN;Marcolin's C.R.42 CN;C.R.42 CN di Marcolin;Marcolins C.R.42 CN;C.R.42 CN de Marcolin;CR.42 CN Марколина;C.R.42 CN Marcolina;C.R.42CN Falco [Marcolin];Marcolin'in C.R.42 CN;CR.42CN\t“\t猎\t鹰\t”\t（\t马\t考\t林\t座\t机\t）;Marcolin's C.R.42 CN;C.R.42 CN de Marcolin;Marcolin's C.R.42 CN;CR.42 CN Марколіна;Marcolin's C.R.42 CN;C.R.42 CN (Marcolin);C.R.42 CN 마르콜린;CR.42 CN Марколіна;C.R.42 CN [Marcolin];CR.42CN （馬考林座機）;CR.42CN\t“\t猎\t鹰\t”\t（\t马\t考\t林\t座\t机\t）
fiat_cr42_marcolin_italy_0;Fiat | CR.42CN Falco (Luciano Marcolin's);Marcolin's C.R.42 CN;Marcolin's C.R.42 CN;C.R.42 CN Cap. L.Marcolin;Marcolins C.R.42 CN;C.R.42 CN de Marcolin;CR.42 CN Марколина;C.R.42 CN Marcolina;C.R.42CN Falco [Marcolin];Marcolin'in C.R.42 CN;CR.42 \t夜\t间\t战\t斗\t型\t“\t猎\t鹰\t”\t（\t马\t考\t林\t座\t机\t）;Marcolin's C.R.42 CN;C.R.42 CN de Marcolin;Marcolin's C.R.42 CN;CR.42 CN Марколіна;Marcolin's C.R.42 CN;C.R.42 CN Falco (Marcolin);C.R.42 CN 마르콜린 탑승기;CR.42 CN Марколіна;C.R.42 CN [căp. L. Marcolin];CR.42 夜間戰鬥型 獵鷹（馬考林座機）;CR.42 \t夜\t间\t战\t斗\t型\t“\t猎\t鹰\t”\t（\t马\t考\t林\t座\t机\t）
fiat_cr42_marcolin_italy_1;CR.42CN;CR.42 CN;CR.42 CN;C.R.42 CN;CR.42 CN;CR.42 CN;CR.42 CN;CR.42 CN;C.R.42CN Falco;CR.42 CN;CR.42CN;CR.42 CN;CR.42 CN;CR.42 CN;CR.42 CN;CR.42 CN;C.R.42 CN;CR.42 CN;CR.42 CN;CR.42 CN;CR.42CN;CR.42CN
fiat_cr42_marcolin_italy_2;CR.42;CR.42;CR.42;C.R.42;CR.42;CR.42;CR.42;CR.42;C.R.42 Falco;CR.42;CR.42;CR.42;CR.42;CR.42;CR.42;CR.42;C.R.42;CR.42;CR.42;CR.42;CR.42;CR.42
cr_32_shop;CR.32;CR.32;CR.32;C.R. 32;CR.32;CR.32;CR.32;CR.32;C.R.32 Freccia;CR.32;CR.32;CR.32;CR.32;CR.32;CR.32;CR.32;C.R.32;CR.32;CR.32;CR.32;CR.32;CR.32
cr_32_0;Fiat | CR.32;CR.32;CR.32;FIAT C.R. 32;CR.32;CR.32;CR.32;CR.32;C.R.32 Freccia;CR.32;CR.32;CR.32;CR.32;CR.32;CR.32;CR.32;C.R.32;CR.32;CR.32;FIAT C.R. 32;CR.32;CR.32
cr_32_1;CR.32;CR.32;CR.32;C.R. 32;CR.32;CR.32;CR.32;CR.32;C.R.32 Freccia;CR.32;CR.32;CR.32;CR.32;CR.32;CR.32;CR.32;C.R.32;CR.32;CR.32;CR.32;CR.32;CR.32
cr_32_2;CR.32;CR.32;CR.32;C.R. 32;CR.32;CR.32;CR.32;CR.32;C.R.32 Freccia;CR.32;CR.32;CR.32;CR.32;CR.32;CR.32;CR.32;C.R.32;CR.32;CR.32;CR.32;CR.32;CR.32
cr_32_bis_shop;CR.32bis;CR.32 bis;CR.32 bis;C.R. 32 Bis;CR.32 bis;CR.32 bis;CR.32 bis;CR.32 bis;C.R.32bis Freccia;CR.32 bis;CR.32bis;CR.32 bis;CR.32;CR.32 bis;CR.32 bis;CR.32 bis;C.R.32bis;CR.32 bis;CR.32 bis;CR.32 bis;CR.32 bis;CR.32bis
cr_32_bis_0;Fiat | CR.32bis;CR.32 bis;CR.32 bis;FIAT C.R. 32 Bis;CR.32 bis;CR.32 bis;CR.32 bis;CR.32 bis;C.R.32bis Freccia;CR.32 bis;CR.32 \t二\t型;CR.32 bis;CR.32 bis;CR.32 bis;CR.32 bis;CR.32 bis;C.R.32bis;CR.32 bis;CR.32 bis;FIAT C.R. 32 Bis;CR.32 bis;CR.32 \t二\t型
cr_32_bis_1;CR.32bis;CR.32 bis;CR.32 bis;C.R. 32 Bis;CR.32 bis;CR.32 bis;CR.32 bis;CR.32 bis;C.R.32bis Freccia;CR.32 bis;CR.32bis;CR.32 bis;CR.32 bis;CR.32 bis;CR.32 bis;CR.32 bis;C.R.32bis;CR.32 bis;CR.32 bis;CR.32 bis;CR.32 bis;CR.32bis
cr_32_bis_2;CR.32;CR.32;CR.32;C.R.32;CR.32;CR.32;CR.32;CR.32;C.R.32 Freccia;CR.32;CR.32;CR.32;CR.32;CR.32;CR.32;CR.32;C.R.32;CR.32;CR.32;CR.32;CR.32;CR.32
cr_32_quater_shop;CR.32quater;CR.32 quater;CR.32 quater;C.R. 32 Quater;CR.32 quater;CR.32 quater;CR.32 quater;CR.32 quater;C.R.32quater Frecia;CR.32 quater;CR.32quater;CR.32 quater;CR.32 quater;CR.32 quater;CR.32 quater;CR.32 quater;C.R.32quater;CR.32 콰터;CR.32 quater;CR.32 quater;CR.32 quater;CR.32 \t四\t型
cr_32_quater_0;Fiat | CR.32quater;CR.32 quater;CR.32 quater;FIAT C.R. 32 Quater;CR.32 quater;CR.32 quater;CR.32 quater;CR.32 quater;C.R.32quater Frecia;CR.32 quater;CR.32 \t四\t型;CR.32 quater;CR.32 quater;CR.32 quater;CR.32 quater;CR.32 quater;C.R.32quater;CR.32 콰터;CR.32 quater;FIAT CR. 32 Quater;CR.32 quater;CR.32 \t四\t型
cr_32_quater_1;CR.32quater;CR.32 quater;CR.32 quater;C.R. 32 Q.;CR.32 quater;CR.32 quater;CR.32 quater;CR.32 quater;C.R.32quater Frecia;CR.32 quater;CR.32quater;CR.32 quater;CR.32 quater;CR.32 quater;CR.32 quater;CR.32 quater;C.R.32quater;CR.32 콰터;CR.32 quater;CR.32 quater;CR.32 quater;CR.32 \t四\t型
cr_32_quater_2;CR.32;CR.32;CR.32;C.R.32;CR.32;CR.32;CR.32;CR.32;C.R.32 Freccia;CR.32;CR.32;CR.32;CR.32;CR.32;CR.32;CR.32;C.R.32;CR.32;CR.32;CR.32;CR.32;CR.32
ro_44_shop;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;;
ro_44_0;IMAM | Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;;
ro_44_1;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;;
ro_44_2;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;Ro.44;;
g_55_serie1_shop;G.55 I;G.55 serie 1;G.55 serie 1;G.55 Serie I;G.55 Serie 1;G.55 serie 1;G.55 серия 1;G.55 seria 1;G.55 serie 1 Centauro;G.55 serie 1;G.55\t“\t半\t人\t马\t座\t”\t（\t1 \t批\t次\t）;G.55 serie 1;G.55 serie 1;G.55 serie 1;G.55 серія 1;G.55 serie 1;G.55 serie 1;G.55 세리에 1;G.55 серыя 1;G.55 seria 1;G.55 1 批次;G.55\t“\t半\t人\t马\t座\t”\t（\t1 \t批\t次\t）
g_55_serie1_0;Fiat | G.55 serie I Centauro;G.55 Centauro serie 1;G.55 Centauro serie 1;"FIAT G.55 ""Centauro"" Serie I";G.55 Centauro Serie 1;G.55 Centauro serie 1;G.55 Centauro серия 1;G.55 Centauro seria 1;G.55 serie 1 Centauro;G.55 Centauro serie 1;G.55\t“\t半\t人\t马\t座\t”\t（\t1 \t批\t次\t）;G.55 Centauro serie 1;G.55 Centauro serie 1;G.55 Centauro serie 1;G.55 Centauro серія 1;G.55 Centauro serie 1;G.55 Centauro serie 1;G.55 첸타우로 세리에 1;G.55 Centauro серыя 1;FIAT G.55 „Centauro” Seria I;G.55 1 批次  人馬座;G.55\t“\t半\t人\t马\t座\t”\t（\t1 \t批\t次\t）
g_55_serie1_1;G.55;G.55;G.55;G.55 Serie I;G.55;G.55;G.55;G.55;G.55 Centauro;G.55;G.55;G.55;G.55;G.55;G.55;G.55;G.55 serie 1;G.55;G.55;G.55;G.55;G.55
g_55_serie1_2;G.55;G.55;G.55;G.55;G.55;G.55;G.55;G.55;G.55 Centauro;G.55;G.55;G.55;G.55;G.55;G.55;G.55;G.55;G.55;G.55;G.55;G.55;G.55
g_55_serie1_ss0_shop;G.55 0;G.55 sottoserie 0;G.55 sottoserie 0;G.55 Sottoserie 0;G.55 Sottoserie 0;G.55 sottoserie 0;G.55 подсерия 0;G.55 sottoserie 0;G.55 sottoserie 0 Centauro;G.55 sottoserie 0;G.55\t“\t半\t人\t马\t座\t”\t（\t0 \t批\t次\t）;G.55 sottoserie 0;G.55 sottoserie 0;G.55 sottoserie 0;G.55 підсерія 0;G.55 sottoserie 0;G.55 sottoserie 0;G.55 소토세리에 0;G.55 падсерыя 0;G.55 Sottoseria 0;G.55 0 批次;G.55\t“\t半\t人\t马\t座\t”\t（\t0 \t批\t次\t）
g_55_serie1_ss0_0;Fiat | G.55 serie 0 Centauro;G.55 sottoserie 0;G.55 sottoserie 0;"FIAT G.55 ""Centauro"" Sottoserie 0";G.55 Sottoserie 0;G.55 sottoserie 0;G.55 подсерия 0;G.55 sottoserie 0;G.55 sottoserie 0 Centauro;G.55 sottoserie 0;G.55\t“\t半\t人\t马\t座\t”\t（\t0 \t批\t次\t）;G.55 sottoserie 0;G.55 sottoserie 0;G.55 sottoserie 0;G.55 підсерія 0;G.55 sottoserie 0;G.55 Centauro sottoserie 0;G.55 소토세리에 0;G.55 падсерыя 0;FIAT G.55 „Centauro” subseria 0;G.55 0 批次 人馬座;G.55\t“\t半\t人\t马\t座\t”\t（\t0 \t批\t次\t）
g_55_serie1_ss0_1;G.55;G.55;G.55;G.55 S.0;G.55;G.55;G.55;G.55;G.55 Centauro;G.55;G.55;G.55;G.55;G.55;G.55;G.55;G.55 sottoserie 0;G.55;G.55;G.55;G.55;G.55
g_55_serie1_ss0_2;G.55;G.55;G.55;G.55;G.55;G.55;G.55;G.55;G.55 Centauro;G.55;G.55;G.55;G.55;G.55;G.55;G.55;G.55;G.55;G.55;G.55;G.55;G.55
